Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Hippocampus,2,1_D3-1-Methylnicotinamide-iSTD,387063507.2,401059699.2,387176716.8,388265651.2,1.036159937,1.000292483,1.003105806,0.793886156,0.999978732,0.999990272
Cortex,2,1_D3-1-Methylnicotinamide-iSTD,402465427.2,403968236.8,371830220.8,383181612.8,1.003734009,0.923881148,0.952085787,0.999942856,0.680939803,0.904721416
Cerebellum,2,1_D3-1-Methylnicotinamide-iSTD,398333548.8,406422995.2,374994389.3,405141056,1.020308223,0.941408,1.017089967,0.999022986,0.824470154,0.999590592
Basal Ganglia,2,1_D3-1-Methylnicotinamide-iSTD,414221241.6,386270553.6,374030483.2,371675603.2,0.932522321,0.902972725,0.897287647,0.827580718,0.594474157,0.42838389
Hippocampus,3,1_D3-AC-2-0-iSTD,32899706,34148367.6,32686383.2,32416506.8,1.037953579,0.993515966,0.985312963,0.893438386,0.999434673,0.989061521
Cortex,3,1_D3-AC-2-0-iSTD,33880301.6,33297194.8,32520922,32058101.6,0.982789209,0.959876992,0.946216535,0.998943839,0.908567387,0.931295403
Cerebellum,3,1_D3-AC-2-0-iSTD,32959582.8,33977380.4,29549846,32484184.4,1.030880172,0.896547938,0.985576322,0.997251772,0.668528743,0.991845714
Basal Ganglia,3,1_D3-AC-2-0-iSTD,34290466,32212128.8,31618262,31921919.2,0.939390232,0.922071517,0.930926958,0.928317593,0.864249771,0.76375172
Hippocampus,4,1_D3-Creatine-iSTD,9670949.4,6526216.2,8000558.2,7832347.4,0.674826838,0.827277434,0.809884022,0.438394569,0.997245768,0.997267743
Cortex,4,1_D3-Creatine-iSTD,10510173,9556998,7991263,5998574.2,0.909309295,0.76033601,0.570739816,0.99958472,0.987516538,0.30515748
Cerebellum,4,1_D3-Creatine-iSTD,8719405.4,6378397.4,7030345.333,6417817,0.731517473,0.806287242,0.736038377,0.311694581,0.884572795,0.746946692
Basal Ganglia,4,1_D3-Creatine-iSTD,7367402.8,8443313,8150073.2,7988527.8,1.146036565,1.106234235,1.084307186,0.629487601,0.690853265,0.733915001
Hippocampus,5,1_D3-Creatinine-iSTD,482151577.6,495844339.2,492472537.6,480234976,1.028399288,1.021406048,0.996024898,0.761978403,0.874834442,0.999725762
Cortex,5,1_D3-Creatinine-iSTD,498945376,494343827.2,458905945.6,454933267.2,0.99077745,0.919751876,0.911789725,0.997083715,0.292909478,0.257950456
Cerebellum,5,1_D3-Creatinine-iSTD,486192435.2,447572480,452047898.7,443973958.4,0.920566524,0.929771559,0.913165089,0.454089557,0.549676953,0.412432786
Basal Ganglia,5,1_D3-Creatinine-iSTD,487093017.6,490004300.8,473270316.8,438921196.8,1.005976853,0.971622051,0.901103446,0.999635763,0.952834439,0.220810475
Hippocampus,6,1_D3-DL-Alanine-iSTD,16235571.2,15916842.4,15926343,14897283.4,0.980368489,0.980953661,0.917570637,0.998371728,0.997261049,0.705550454
Cortex,6,1_D3-DL-Alanine-iSTD,16445925.6,16423791.8,14749643,14791495,0.998654147,0.89685697,0.899401795,0.999937729,0.617831484,0.679477034
Cerebellum,6,1_D3-DL-Alanine-iSTD,16036575.6,15228717.6,14280406.17,14805887.4,0.949624033,0.890489748,0.923257419,0.906586129,0.523743179,0.721644614
Basal Ganglia,6,1_D3-DL-Alanine-iSTD,16198749.8,15574860.8,14285144,14387256.2,0.961485361,0.881867069,0.888170777,0.96502214,0.502498356,0.402911193
Hippocampus,7,1_D3-DL-Aspartic-aciD-iSTD,8681316.2,2083856.8,4574558.6,1731503.8,0.24003927,0.526942977,0.199451761,0.142304541,0.245049043,0.091360884
Cortex,7,1_D3-DL-Aspartic-aciD-iSTD,4596623.4,1169339.8,3835035.8,3436684.2,0.254391038,0.834315859,0.747654071,0.261231486,0.558752296,0.888791369
Cerebellum,7,1_D3-DL-Aspartic-aciD-iSTD,6814482.4,1722095.2,1905867,4573054.8,0.252711079,0.279678909,0.671078819,0.809607026,0.922389231,0.999979616
Basal Ganglia,7,1_D3-DL-Aspartic-aciD-iSTD,5682274.8,5997972.6,5314876.4,4141296.8,1.055558348,0.935343078,0.728809666,0.97246144,0.879018245,0.934168688
Hippocampus,8,1_D3-DL-Glutamic-aciD-iSTD,7631106.8,2857047.2,2395186.2,9439035.6,0.374394865,0.313871403,1.236915673,0.748330176,0.629581207,0.999995382
Cortex,8,1_D3-DL-Glutamic-aciD-iSTD,2332480.2,2643709.8,7333254.2,2071234.4,1.133432901,3.143972755,0.887996563,0.971302115,0.971225768,0.999985579
Cerebellum,8,1_D3-DL-Glutamic-aciD-iSTD,4300342.2,4130142.8,3767468.667,3038957.4,0.960421894,0.876085784,0.706678041,0.97407393,0.800414596,0.09350661
Basal Ganglia,8,1_D3-DL-Glutamic-aciD-iSTD,3656038.6,9810147.2,8464369.6,3868386.2,2.683272327,2.315175119,1.058081334,0.804357171,0.82100264,0.999898893
Hippocampus,9,1_D3-Histamine-N-methyl-iSTD,6687376,5799299.4,4278160.4,4265803.2,0.867201037,0.639736782,0.637888942,0.146787235,1.48131E-05,1.14162E-05
Cortex,9,1_D3-Histamine-N-methyl-iSTD,7179040.4,6426615.2,3820308.8,4208381.2,0.895191396,0.532147556,0.586203861,0.804628667,0.000350469,0.001783914
Cerebellum,9,1_D3-Histamine-N-methyl-iSTD,6684960.2,6134391.6,3922680.833,4130147,0.917640706,0.58679195,0.617826715,0.832631923,0.000647149,0.001958842
Basal Ganglia,9,1_D3-Histamine-N-methyl-iSTD,6473796.6,5762624.8,3877335.6,3628212.4,0.890146101,0.598927622,0.560445844,0.874121598,0.020348182,0.004075489
Hippocampus,10,1_D3-L-Carnitine-iSTD,145469508.8,130370702.4,131834163.2,127192916.8,0.896206384,0.906266642,0.874361355,0.87482533,0.865610061,0.745161037
Cortex,10,1_D3-L-Carnitine-iSTD,158869888,138237609.6,121172200,121458769.6,0.870130969,0.762713448,0.764517248,0.427754044,0.027503383,0.033540111
Cerebellum,10,1_D3-L-Carnitine-iSTD,153769769.6,134687000,125669770.7,137217929.6,0.875900382,0.817259277,0.892359597,0.232261154,0.024941865,0.297080295
Basal Ganglia,10,1_D3-L-Carnitine-iSTD,134495299.2,126666820.8,119336286.4,115966156.8,0.941793665,0.887289646,0.862232044,0.562538434,0.077642617,0.019927422
Hippocampus,11,1_D5-L-Glutamine-iSTD,32671946,28322955.6,28742651.6,30957110.8,0.866889153,0.879734914,0.947513527,0.658767855,0.732144654,0.980600202
Cortex,11,1_D5-L-Glutamine-iSTD,32787230.8,28754282.8,27954867.6,27600249.2,0.876996382,0.852614476,0.841798729,0.294296921,0.121927495,0.110828697
Cerebellum,11,1_D5-L-Glutamine-iSTD,26965573.6,23755122.8,21913106,26194747.2,0.88094261,0.812632667,0.971414426,0.565392373,0.120081091,0.964748693
Basal Ganglia,11,1_D5-L-Glutamine-iSTD,30323052.4,27812106.4,27433502.8,28097045.6,0.917193495,0.904707826,0.92659028,0.700558379,0.605615377,0.673741372
Hippocampus,12,1_D9-Betaine-iSTD,72979409.6,72297754.4,72717902.4,72477066.4,0.990659623,0.996416699,0.993116645,0.999915801,0.999998692,0.999860882
Cortex,12,1_D9-Betaine-iSTD,79773113.6,74699481.6,72295888,69554421.6,0.936399223,0.906268851,0.871903057,0.91943156,0.598448495,0.51483213
Cerebellum,12,1_D9-Betaine-iSTD,66139055.2,63694551.2,58451130,64419699.2,0.963039932,0.883761188,0.974003923,0.924952488,0.299269197,0.967583218
Basal Ganglia,12,1_D9-Betaine-iSTD,73375918.4,70562716,65484550.4,66465854.4,0.961660413,0.89245289,0.905826542,0.963724155,0.554294602,0.505467617
Hippocampus,13,1_D9-Butyrobetaine-iSTD,258030937.6,232902316.8,229923974.4,218604016,0.902613923,0.891071344,0.847200797,0.848648594,0.744442795,0.458851626
Cortex,13,1_D9-Butyrobetaine-iSTD,272532569.6,246064486.4,217141366.4,217692908.8,0.902881027,0.796753822,0.798777589,0.698316,0.081324596,0.099678088
Cerebellum,13,1_D9-Butyrobetaine-iSTD,264837676.8,252755523.2,226453962.7,246450700.8,0.954379023,0.855067018,0.930572658,0.93547137,0.217015932,0.733324176
Basal Ganglia,13,1_D9-Butyrobetaine-iSTD,239161209.6,224986908.8,209862249.6,212071728,0.940733279,0.877492842,0.88673129,0.808877367,0.272349556,0.265914401
Hippocampus,14,1_D9-Choline-iSTD,16115503.8,13986307.6,17828452.8,19706966.4,0.867879017,1.106291992,1.222857606,0.669232075,0.621600347,0.164676446
Cortex,14,1_D9-Choline-iSTD,24240326.4,20096724.8,17333657.2,18671352,0.829061642,0.715075239,0.770259925,0.271600783,0.013811361,0.072038593
Cerebellum,14,1_D9-Choline-iSTD,16407928.8,13823268.8,13817833,15418789.2,0.842474938,0.842143647,0.939715755,0.122881313,0.091711345,0.832232587
Basal Ganglia,14,1_D9-Choline-iSTD,16501457.2,16354812.6,13695932.4,16759913.6,0.991113233,0.829983209,1.015662641,0.995549476,0.115882009,0.999963448
Hippocampus,15,1_D9-Crotonobetaine-iSTD,168811020.8,156529308.8,147123139.2,154317408,0.927245793,0.871525677,0.91414297,0.879792583,0.508181024,0.78547265
Cortex,15,1_D9-Crotonobetaine-iSTD,154915563.2,163845188.8,157578616,162222348.8,1.057641888,1.01719035,1.047166246,0.988541306,0.9984626,0.999957671
Cerebellum,15,1_D9-Crotonobetaine-iSTD,171037184,186547283.2,129303210.7,170397203.2,1.090682616,0.755994735,0.996258236,0.953143501,0.185453359,0.982675853
Basal Ganglia,15,1_D9-Crotonobetaine-iSTD,157177011.2,152946195.2,141819673.6,131757124.8,0.973082476,0.902292724,0.838272237,0.984786348,0.593531548,0.111483998
Hippocampus,16,1_D9-TMAO-iSTD,5311147.8,5712335.4,5607781.4,5504471.2,1.075536892,1.055851129,1.036399552,0.581662963,0.763831494,0.946291759
Cortex,16,1_D9-TMAO-iSTD,5686452.8,5689991.6,5767801.6,5604611.4,1.000622321,1.01430572,0.985607653,0.999998645,0.996328416,0.988728849
Cerebellum,16,1_D9-TMAO-iSTD,5468464.2,6153580.4,5214582.167,6089955,1.125284938,0.95357343,1.113649971,0.877141764,0.971039719,0.922580128
Basal Ganglia,16,1_D9-TMAO-iSTD,5638655.4,5451384.8,5284359.8,5228482.4,0.966788075,0.937166651,0.927256949,0.983631594,0.901873973,0.748574555
Hippocampus,17,1_Val-Tyr-Val-iSTD,3235311.4,3051039.4,3298849.4,3179479.4,0.943043504,1.019638913,0.982742929,0.781184078,0.974965593,0.99554628
Cortex,17,1_Val-Tyr-Val-iSTD,3127543.8,3108034.4,3774226.6,3289564.6,0.99376207,1.206770182,1.051804486,0.999983574,0.982869202,0.999184238
Cerebellum,17,1_Val-Tyr-Val-iSTD,3148457.8,5095403.6,3045510.167,4031150.4,1.618380783,0.967302203,1.280357132,0.486225774,0.997269628,0.833227485
Basal Ganglia,17,1_Val-Tyr-Val-iSTD,3116488.8,3113011.6,3003461.8,3190339,0.998884257,0.963732583,1.023696604,0.999999853,0.984258131,0.999679752
Hippocampus,29,1-2-Diamino-2-methylpropane,1879244.8,2503511.4,1790834.4,2221070.2,1.332190144,0.952954293,1.181895089,0.516442599,0.92934094,0.862758102
Cortex,29,1-2-Diamino-2-methylpropane,2092752.6,2239366,1839600.4,2182361.8,1.070057684,0.879033862,1.042818821,0.986865746,0.877560043,0.999225969
Cerebellum,29,1-2-Diamino-2-methylpropane,3987861,3465312.4,3123959.167,2859345,0.868965192,0.783367115,0.717012203,0.86848286,0.691188861,0.444418479
Basal Ganglia,29,1-2-Diamino-2-methylpropane,2263647.8,2041454.6,1928782.8,2070093.2,0.901842857,0.852068418,0.914494384,0.873801045,0.635491112,0.956533347
Hippocampus,30,1-3-4-6-Tetra-O-acetyl-beta-D-mannopyranose,185754.4,166043,109708.8,4397.6,0.893884613,0.59061212,0.023674271,0.980025983,0.609862478,5.7184E-07
Cortex,30,1-3-4-6-Tetra-O-acetyl-beta-D-mannopyranose,123776.8,110728.8,120030,109243.6,0.894584446,0.969729384,0.882585428,0.993850869,0.999643189,0.968715803
Cerebellum,30,1-3-4-6-Tetra-O-acetyl-beta-D-mannopyranose,416851.8,726703,106514,12267.6,1.743312611,0.255520067,0.029429164,0.993583709,0.298833879,0.000536275
Basal Ganglia,30,1-3-4-6-Tetra-O-acetyl-beta-D-mannopyranose,67390,122632.6,111647,1000,1.819744769,1.656729485,0.014838997,0.675324249,0.340937642,1.20061E-08
Hippocampus,31,1-4-Cyclohexanedione,2704330.4,1044113,2301964,1020154.4,0.386089288,0.851214038,0.377229942,0.986503841,0.902103626,0.94841827
Cortex,31,1-4-Cyclohexanedione,835962.4,1314218.8,1227860.2,1637770.2,1.572102764,1.468798357,1.959143378,0.79547659,0.56455052,0.273000723
Cerebellum,31,1-4-Cyclohexanedione,655639.6,1620549.2,2921340.167,2103978,2.471707322,4.455710373,3.209046555,0.204148098,0.082537606,0.071018368
Basal Ganglia,31,1-4-Cyclohexanedione,1313554,2295933.4,1464772.6,2332503.4,1.74787896,1.115121723,1.77571946,0.513674449,0.926134833,0.350822379
Hippocampus,36,1-Ethyl-4-piperidinylamine,158128.2,142176.4,234435.6,213145.6,0.899121093,1.482566677,1.347929085,0.991387614,0.28521821,0.688138676
Cortex,36,1-Ethyl-4-piperidinylamine,260095.4,212431.6,375309,179555,0.816744933,1.442966696,0.690342851,0.999887251,0.829927763,0.880003116
Cerebellum,36,1-Ethyl-4-piperidinylamine,205760.6,209453,201837.8333,290983.8,1.017945127,0.980935288,1.414186195,0.955139499,0.988103349,0.786308027
Basal Ganglia,36,1-Ethyl-4-piperidinylamine,212722.8,166071.6,187289.8,201069,0.780694876,0.880440649,0.945216028,0.551935918,0.94898118,0.989467346
Hippocampus,39,1-Methyl-L-histidine,8888122.6,24620566.8,16721934.8,14640335.2,2.770052564,1.881379854,1.647179709,0.054020273,0.388273671,0.318843723
Cortex,39,1-Methyl-L-histidine,15772479.8,22507478.8,11110046.6,13894435,1.427009518,0.70439441,0.880929009,0.680593657,0.9980143,0.999968487
Cerebellum,39,1-Methyl-L-histidine,13737517.8,22369361.8,18282358.67,13744942.6,1.628340878,1.330834211,1.000540476,0.349434257,0.408868753,0.879208265
Basal Ganglia,39,1-Methyl-L-histidine,17053859.2,14234329.8,9759138.8,14729141.4,0.834669129,0.57225398,0.86368377,0.913871566,0.380669156,0.962091242
Hippocampus,37,1-Methyladenosine,16705930.8,20688657.2,19400406.8,19302345.8,1.238401945,1.161288589,1.155418757,0.526049742,0.781867616,0.761979685
Cortex,37,1-Methyladenosine,15713695.2,18301664.4,22008469,24584663.2,1.164695138,1.400591568,1.56453736,0.696157949,0.148324469,0.031412537
Cerebellum,37,1-Methyladenosine,22281576.4,27418180.8,26083069.33,34029633.6,1.230531463,1.170611489,1.52725431,0.687327891,0.960003164,0.162669781
Basal Ganglia,37,1-Methyladenosine,22795176.8,25659778,25045594.4,22964277.4,1.125666988,1.098723411,1.007418262,0.832212278,0.890495525,0.995708312
Hippocampus,38,1-Methylhistamine,16340552.4,26163047.6,15150279,18140901.6,1.601111576,0.927158313,1.110176765,0.651144984,0.984173704,0.997623593
Cortex,38,1-Methylhistamine,12174965.4,15410638.6,11042310.6,17978185.6,1.265764468,0.906968541,1.476651884,0.476320573,0.998300666,0.224837429
Cerebellum,38,1-Methylhistamine,3302760.4,4141500,2731373.667,2194595,1.253951089,0.826997219,0.664472966,0.737884632,0.996890559,0.573469557
Basal Ganglia,38,1-Methylhistamine,35660325.2,21278666.6,27340696.6,20090058.4,0.596704222,0.766697904,0.563372832,0.213501957,0.772163957,0.240675392
Hippocampus,40,1-Methylnicotinamide,87401374.4,117754241.6,303327689.6,141390041.6,1.347281349,3.470513956,1.617709591,0.325753129,0.000308994,0.095159023
Cortex,40,1-Methylnicotinamide,88912049.6,112175931.2,318946288,141943001.6,1.261650493,3.587211063,1.596442802,0.666459577,4.66076E-05,0.160192877
Cerebellum,40,1-Methylnicotinamide,52295549.2,69303375.2,175188568,54991164,1.325225115,3.3499709,1.051545779,0.264612115,8.01077E-07,0.976708634
Basal Ganglia,40,1-Methylnicotinamide,92545928,99606371.2,239098876.8,131671340,1.076291236,2.583569931,1.422767515,0.989476264,0.002569509,0.670555475
Hippocampus,41,1-Phenoxy-2-propanol,2222472.4,976907.8,885723.4,527809.8,0.439559024,0.398530663,0.237487674,0.410845966,0.406138116,0.137065121
Cortex,41,1-Phenoxy-2-propanol,727023.6,867480.6,862532.2,642894,1.193194554,1.186388172,0.884282161,0.932473401,0.999999535,0.986608948
Cerebellum,41,1-Phenoxy-2-propanol,928334.6,561763.8,1266047.833,1233469,0.605130736,1.363783956,1.328690108,0.999999824,0.546503554,0.489577213
Basal Ganglia,41,1-Phenoxy-2-propanol,1198897.8,3970324.8,780897.8,1901310.8,3.311645747,0.651346428,1.5858823,0.850912075,0.871502505,0.922552057
Hippocampus,32,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,221673.8,291260.6,199251,180552,1.313915312,0.898847766,0.81449409,0.422548289,0.975859557,0.794356613
Cortex,32,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,195496.8,199414.4,220052.2,187310.4,1.020039203,1.125605125,0.958125146,0.999989998,0.987745344,0.992425212
Cerebellum,32,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,205978,545448,256359,273351.2,2.648088631,1.244594083,1.327089301,0.097350414,0.876941797,0.72966452
Basal Ganglia,32,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,230203.6,213394,242846.6,137453.6,0.926979422,1.054920948,0.597095788,0.943973881,0.999753992,0.256295806
Hippocampus,33,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,1119730.4,2004697.8,1061170,1244113.8,1.79033971,0.94770134,1.111083346,0.118291463,0.999301684,0.956359312
Cortex,33,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,1200322.6,1667624.4,1329456.2,902680.8,1.389313506,1.107582412,0.752031829,0.881505565,0.972945148,0.568343184
Cerebellum,33,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,1118003.2,2500079,1101681.667,1597209.2,2.236200218,0.985401175,1.42862668,0.038500546,0.997367774,0.392172051
Basal Ganglia,33,11-15-Dioxo-9S-hydroxy-5Z-prostenoic-acid,901192.4,955244,1038758.8,808965.6,1.059977869,1.152649312,0.897661365,0.999967458,0.960846937,0.986274181
Hippocampus,34,11-alpha-Hydroxytestosterone,1366769.2,1174467,2230136,1566532,0.859301629,1.631684413,1.146156937,0.892997542,0.999976051,0.975886526
Cortex,34,11-alpha-Hydroxytestosterone,1361329,1755587.8,1300026.2,1135478.4,1.289613165,0.954968417,0.834095505,0.857522111,0.991291475,0.926335072
Cerebellum,34,11-alpha-Hydroxytestosterone,1399163.4,1004547.4,624641,1779125,0.717962891,0.446438922,1.271563421,0.813246589,0.151127861,0.994497058
Basal Ganglia,34,11-alpha-Hydroxytestosterone,1679186.4,1158682.6,1980215.2,1142174.4,0.690026194,1.179270628,0.680195123,0.760238769,0.968403885,0.86459489
Hippocampus,35,15-Ketoprostaglandin-A1,412411.2,469681.4,380614,352179,1.138866743,0.922899281,0.853951105,0.978665461,0.942814115,0.964148391
Cortex,35,15-Ketoprostaglandin-A1,237757,437234.4,315337.2,212271,1.838996959,1.326300382,0.892806521,0.349849039,0.695905651,0.881078519
Cerebellum,35,15-Ketoprostaglandin-A1,305499,608112.6,311535.5,368521.6,1.990555125,1.019759475,1.206293965,0.277915438,0.999101176,0.887472583
Basal Ganglia,35,15-Ketoprostaglandin-A1,217783,201183,242875.2,215418.8,0.923777338,1.115216523,0.98914424,0.86490904,0.960485726,0.999833576
Hippocampus,49,2-Deoxycytidine,77353059.6,84943513.4,98672931.4,90983270.8,1.098127389,1.275617693,1.176207784,0.891897806,0.559557133,0.685955187
Cortex,49,2-Deoxycytidine,60735615.8,73286116,81289607.8,80054820.6,1.206641524,1.338417446,1.318086917,0.29832379,0.055673183,0.093280532
Cerebellum,49,2-Deoxycytidine,53316686.4,48261251.8,75238849,90265982.2,0.905181005,1.411168887,1.693015607,0.82084493,0.232079719,0.052764015
Basal Ganglia,49,2-Deoxycytidine,28653013,41021557.4,43492506.8,57608870.4,1.43166645,1.517903433,2.010569374,0.944462276,0.662324349,0.418192305
Hippocampus,52,2-O-Methylcytidine,189625.8,359448.4,982129.2,943199.2,1.895566953,5.179301551,4.974002483,0.24613919,0.005458674,0.004059785
Cortex,52,2-O-Methylcytidine,736568.8,879717.6,782086.6,1015508.2,1.194345457,1.061797079,1.37870108,0.888373274,0.999826418,0.460298511
Cerebellum,52,2-O-Methylcytidine,530131.4,425397.2,733412,1422631.6,0.802437283,1.383453234,2.683545249,0.486589279,0.977888732,0.640132813
Basal Ganglia,52,2-O-Methylcytidine,434942.4,329408,195111.2,760912.6,0.757360055,0.448590894,1.74945602,0.680937479,0.503383092,0.975057581
Hippocampus,42,2-2-2-Nitrilotriethanol,4717133.6,8005263.4,11852664.6,6528707.2,1.697060986,2.512683677,1.38404119,0.476219644,0.326859752,0.768459092
Cortex,42,2-2-2-Nitrilotriethanol,10100380.8,5358916,5798387.4,5553301.2,0.530565739,0.574076118,0.549811072,0.209231549,0.178460384,0.144541326
Cerebellum,42,2-2-2-Nitrilotriethanol,4840078.2,7732030.8,12080476.33,13384837,1.597501214,2.495925858,2.765417509,0.85672129,0.963923809,0.714753237
Basal Ganglia,42,2-2-2-Nitrilotriethanol,6391431.2,5463725,7479713.8,5578194.8,0.854851571,1.170272129,0.872761456,0.964815862,0.99985736,0.985851542
Hippocampus,43,2-2-Bis-hydroxymethyl-2-2-2-nitrilotriethanol,67209.2,57329.2,103173.6,43392.6,0.852996316,1.535111265,0.645634824,0.995371955,0.900906002,0.919675407
Cortex,43,2-2-Bis-hydroxymethyl-2-2-2-nitrilotriethanol,62653.8,49630.8,595537.2,48463.6,0.792143493,9.505204792,0.773514136,0.970612208,0.854667995,0.953179057
Cerebellum,43,2-2-Bis-hydroxymethyl-2-2-2-nitrilotriethanol,57926.2,86423.2,43299.33333,44670.8,1.491953555,0.747491348,0.771167451,0.49843643,0.984325469,0.945924159
Basal Ganglia,43,2-2-Bis-hydroxymethyl-2-2-2-nitrilotriethanol,198369.2,66199,52582,49401,0.333716121,0.265071392,0.249035637,0.042095819,0.043123171,0.023478093
Hippocampus,45,2-Amino-1-phenylethanol,10817385.6,14558337,13386631.4,9983476.4,1.345827683,1.23751079,0.922910282,0.37052975,0.788147311,0.99994253
Cortex,45,2-Amino-1-phenylethanol,10061030.4,11101466.4,12698530.4,11606088.6,1.10341247,1.262150088,1.153568585,0.96423665,0.808161383,0.971840075
Cerebellum,45,2-Amino-1-phenylethanol,13043073.4,23447408.2,15980636.17,17694546.2,1.797690428,1.225220136,1.356623984,0.110213071,0.770525331,0.565462652
Basal Ganglia,45,2-Amino-1-phenylethanol,12638033.2,14542519.4,15241737.4,11767090.4,1.150694825,1.206021314,0.931085574,0.894854035,0.774338164,0.903780489
Hippocampus,46,2-Amino-3-methoxybenzoic-acid,531094.6,1013850.8,562942,1162151,1.908983447,1.059965588,2.188218445,0.003224302,0.999571041,0.000493921
Cortex,46,2-Amino-3-methoxybenzoic-acid,1102900.4,823249.8,1220168,986271.6,0.746440748,1.106326555,0.894252645,0.353330685,0.938868174,0.976062328
Cerebellum,46,2-Amino-3-methoxybenzoic-acid,585783,878637.2,446670.5,837381.8,1.499936325,0.762518714,1.429508538,0.3375717,0.346823731,0.497576385
Basal Ganglia,46,2-Amino-3-methoxybenzoic-acid,843364.4,1083151.6,845658.4,1230327.8,1.284322174,1.002720058,1.458832979,0.350365725,0.994594943,0.093055446
Hippocampus,47,2-Aminoethyl-dihydrogen-phosphate,8646211.2,13569064.6,12655734.6,14864623,1.569365389,1.463731837,1.719206558,0.138188247,0.327548711,0.100982722
Cortex,47,2-Aminoethyl-dihydrogen-phosphate,10977835.8,14808676.8,15002193.8,14248655.6,1.348961405,1.366589378,1.297947597,0.447860879,0.584876495,0.762360714
Cerebellum,47,2-Aminoethyl-dihydrogen-phosphate,8504028.8,13493014.6,11530602.33,15495075.2,1.586661442,1.355898787,1.822086397,0.284138589,0.441856967,0.125648204
Basal Ganglia,47,2-Aminoethyl-dihydrogen-phosphate,13981195.8,12575183.4,12123856.4,15837455.4,0.899435469,0.867154468,1.1327683,0.935705162,0.823268794,0.982672837
Hippocampus,48,2-Arachidonoylglycerol,652906.2,642418.2,476059.4,769705.2,0.983936437,0.72913904,1.178890934,0.997792258,0.543526213,0.890373025
Cortex,48,2-Arachidonoylglycerol,345995.6,444220.4,493181.8,661509.4,1.283890315,1.425399051,1.911901192,0.794283982,0.771398311,0.151544931
Cerebellum,48,2-Arachidonoylglycerol,704850.4,732519,824623,590189.2,1.039254571,1.169926271,0.837325481,0.999964502,0.885177156,0.855875325
Basal Ganglia,48,2-Arachidonoylglycerol,711062.2,635837.6,844093,645525.4,0.89420813,1.187087431,0.907832536,0.784244309,0.604171261,0.759627822
Hippocampus,50,2-Hydroxy-6-aminopurine,78031.6,86570.2,22068.4,8305.2,1.1094249,0.282813629,0.106433804,0.999198928,0.386997425,0.291858854
Cortex,50,2-Hydroxy-6-aminopurine,43200.6,88966,14319.8,51374,2.059369546,0.331472248,1.189196446,0.788943608,0.982651128,0.999812797
Cerebellum,50,2-Hydroxy-6-aminopurine,326857.8,586074.2,1089498.333,312252.8,1.793055573,3.333248689,0.95531696,0.997402171,0.696336791,0.946650996
Basal Ganglia,50,2-Hydroxy-6-aminopurine,83578.8,15056.6,30513,1000,0.180148554,0.365080619,0.011964757,0.583189605,0.853669142,0.008688265
Hippocampus,51,2-Methyl-4-nitroaniline,596933,622792,2626623.4,682683,1.04331977,4.400198012,1.143650963,0.971107971,0.021630388,0.913920362
Cortex,51,2-Methyl-4-nitroaniline,519059.8,652605.8,1509856.4,551456,1.257284421,2.908829387,1.062413233,0.431650304,2.57203E-05,0.969858876
Cerebellum,51,2-Methyl-4-nitroaniline,480361.2,546102.2,2664714.5,649133,1.136857431,5.547314188,1.351343531,0.995472934,0.000843849,0.917348795
Basal Ganglia,51,2-Methyl-4-nitroaniline,604972.2,632013,1491100.6,763349,1.044697591,2.464742347,1.261791864,0.99760712,0.000580403,0.800494173
Hippocampus,53,2-Pyridylacetic-acid,41500134,46637644,41298133.6,55276392.8,1.123795022,0.995132536,1.331956972,0.649605786,0.999976996,0.099883007
Cortex,53,2-Pyridylacetic-acid,43535204,44368549.6,46762876.8,46032295.2,1.019141879,1.074139375,1.057357976,0.999554318,0.985644855,0.980599153
Cerebellum,53,2-Pyridylacetic-acid,46085124.2,51097333.2,55391940.67,72515706.4,1.108759802,1.201948386,1.573516567,0.567517522,0.487736311,0.377771376
Basal Ganglia,53,2-Pyridylacetic-acid,48306957.6,50890373.6,50901111.2,53761981.6,1.05347917,1.053701449,1.112924189,0.783166074,0.77150369,0.241700143
Hippocampus,44,20-Hydroxyleukotriene-B4,389644,324628.6,384812.6,366104.2,0.833141534,0.987600476,0.939586392,0.950719309,0.973212137,0.99691793
Cortex,44,20-Hydroxyleukotriene-B4,237349.2,570739.8,327946.6,267182.8,2.404641768,1.381705099,1.125694968,0.267996135,0.723034299,0.997276286
Cerebellum,44,20-Hydroxyleukotriene-B4,305499,822860.2,299636.3333,378315.6,2.69349556,0.980809539,1.23835299,0.836888403,0.999839353,0.929603957
